"ID_Reporte","Fecha_Emision","Fecha_Auditoria_Forense","Investigador_Responsable","Comite_Aprobador","Ensayo_Asociado","Sede","ID_Sujeto_Principal","Num_Sujetos_Declarados","Num_Sujetos_Real","Tasa_Exito_Declarada_Pct","Tasa_Exito_Real_Pct","Muertes_Reportadas","Muertes_Reales_Estimadas","Tipo_Alteracion_Principal","Num_Alteraciones_Detectadas","Clasificacion_Documento","Nivel_Riesgo_Fraude","Score_Fraude_0_100","Estado_Auditoria","Auditado_Por","Observaciones"
"RBF-01278","2022-07-21","2023-12-03","Dra. Petrova, I.","Panel Clínico Raccoon City","Ensayo RE-Cadou","Facility Salazar","SUJ-6861","12","18","80.64","52.13","2","13","Alteración de muestra de tejido","12","USO INTERNO","Alto","94.8","Fraude confirmado","AUD-906","Protocolo no seguido, datos fabricados."
"RBF-01279","2021-08-30","2022-12-27","Dr. Marcus, J.","Panel de Cumplimiento Viral","Fase Gamma-Licker","Raccoon City Hospital","SUJ-6098","62","73","80.2","37.08","0","4","Alteración de muestra de tejido","12","RESTRINGIDO","Bajo","52.5","Fraude confirmado","AUD-522","Hash de documento no coincide con archivo original."
"RBF-01280","2017-05-10","2019-01-16","Dr. Wesker, A.","Junta Regulatoria Nemesis Div.","Protocolo Eveline","Laboratorio Remoto Dulvey","SUJ-9866","80","91","74.77","50.87","2","8","Alteración de muestra de tejido","10","ULTRA SECRETO","Crítico","41.6","Pendiente","AUD-831","Consentimiento firmado bajo coerción."
"RBF-01281","2013-04-12","2014-08-13","Dra. Okafor, B.","Junta de Supervisión STARS","Estudio Megamycete","NEST Underground","SUJ-3385","83","102","81.54","56.09","4","8","Supresión de reacción alérgica severa","4","USO INTERNO","Medio","26.8","Archivado","AUD-677","Datos duplicados de ensayo anterior."
"RBF-01282","2021-03-21","2021-07-19","Dr. Marcus, J.","Junta de Supervisión STARS","Estudio Uroboros","Lab Urbano RC-04","SUJ-3415","8","13","74.59","39.11","3","12","Manipulación de estadística de éxito","5","USO INTERNO","Crítico","60.6","Fraude confirmado","AUD-405","Muestra biológica alterada post-análisis."
"RBF-01283","2012-09-24","2014-03-18","Dra. Novak, H.","Comité de Revisión Externe BSAA","Protocolo G-Virus","Laboratorio Remoto Dulvey","SUJ-8692","21","34","91.93","64.15","3","7","Falsificación de grupo de control","8","RESTRINGIDO","Medio","92.4","Fraude confirmado","AUD-628","Hash de documento no coincide con archivo original."
"RBF-01284","2016-06-29","2017-10-29","Dr. Mendoza, F.","Junta de Supervisión STARS","Experimento Wesker","Raccoon City Hospital","SUJ-6057","81","97","97.12","75.42","1","7","Omisión de muerte no reportada","6","RESTRINGIDO","Alto","28.9","Pendiente","AUD-190","Firmas no coinciden con fecha declarada."
"RBF-01285","2017-07-07","2018-06-25","Dra. Singh, A.","Comité Ético NEST-Arklay","Investigación Las Plagas Fase III","Facility Salazar","SUJ-6618","80","96","97.22","71.7","3","10","Supresión de reacción alérgica severa","16","CONFIDENCIAL","Bajo","36.5","Pendiente","AUD-819","Datos duplicados de ensayo anterior."
"RBF-01286","2012-10-30","2013-03-30","Dr. Chen, W.","Comité Internacional de Bioética","Fase C-Virus Alpha","Mobile Unit Delta","SUJ-5768","70","87","94.49","78.06","0","7","Reemplazo de sujeto de prueba","9","RESTRINGIDO","Medio","9","Archivado","AUD-965","Hash de documento no coincide con archivo original."
"RBF-01287","2018-06-21","2019-12-12","Dra. Reed, L.","Comité de Revisión Externe BSAA","Estudio Megamycete","NEST Underground","SUJ-7042","72","84","87.62","44.44","0","6","Manipulación de estadística de éxito","11","USO INTERNO","Crítico","62.6","En revisión","AUD-752","Sujeto registrado fallecido antes del ensayo."
"RBF-01288","2019-01-22","2020-12-21","Dra. Reed, L.","Junta de Supervisión STARS","Fase Miranda-Prime","Lab Urbano RC-04","SUJ-1132","25","37","90.22","55.54","0","2","Reemplazo de sujeto de prueba","3","USO INTERNO","Alto","73.4","Archivado","AUD-161","Aprobación ética emitida retroactivamente."
"RBF-01289","2019-09-12","2019-10-30","Dra. Spencer, A.","Comité de Ética Médica T-Sector","Protocolo G-Virus","Spencer Estate Lab","SUJ-9481","82","92","79.42","60.65","4","14","Modificación de resultado post-mortem","14","ULTRA SECRETO","Bajo","50.6","Escalado a fiscal","AUD-101","Hash de documento no coincide con archivo original."
"RBF-01290","2012-08-07","2012-12-20","Dr. Ashford, E.","Comité de Ética Médica T-Sector","Estudio Uroboros","Raccoon City Hospital","SUJ-3369","12","14","88.4","66.53","3","4","Falsificación de aprobación ética","5","RESTRINGIDO","Crítico","45.8","Pendiente","AUD-178","Resultados estadísticos inconsistentes."
"RBF-01291","2013-09-13","2014-11-30","Dra. Vega, N.","Panel Clínico Raccoon City","Fase C-Virus Alpha","Centro de Investigación Kijuju","SUJ-1939","15","31","83.85","64.75","3","3","Omisión de muerte no reportada","6","RESTRINGIDO","Bajo","8.5","Fraude confirmado","AUD-165","Muestra biológica alterada post-análisis."
"RBF-01292","2013-09-03","2014-11-29","Dra. Cortez, M.","Junta de Supervisión STARS","Ensayo Mutación Hunter","NEST Underground","SUJ-4889","59","60","84.53","45.03","0","5","Fabricación de consentimiento informado","1","USO INTERNO","Alto","72.9","Escalado a fiscal","AUD-268","Firmas no coinciden con fecha declarada."
"RBF-01293","2021-02-04","2021-04-11","Dr. Birkin, W.","Panel de Cumplimiento Viral","Experimento Wesker","Facility Salazar","SUJ-9308","26","27","91.7","72.93","1","9","Omisión de muerte no reportada","13","CONFIDENCIAL","Crítico","58.9","Fraude confirmado","AUD-826","Testigo externo reporta irregularidades."
"RBF-01294","2018-04-24","2019-12-15","Dra. Okafor, B.","Comité Ético NEST-Arklay","Proyecto Excella","Raccoon City Hospital","SUJ-1894","26","32","79.33","34.16","1","3","Omisión de muerte no reportada","9","RESTRINGIDO","Crítico","30","Escalado a fiscal","AUD-312","Aprobación ética emitida retroactivamente."
"RBF-01295","2022-08-23","2024-04-06","Dr. Birkin, W.","Panel Bioético Sector B","Proyecto Némesis","Laboratorio Remoto Dulvey","SUJ-7915","47","56","80.27","64.45","3","7","Reemplazo de sujeto de prueba","3","CONFIDENCIAL","Crítico","98.3","En revisión","AUD-324","Sujeto registrado fallecido antes del ensayo."
"RBF-01296","2015-05-29","2015-06-28","Dra. Spencer, A.","Junta Regulatoria Nemesis Div.","Protocolo Eveline","NEST Underground","SUJ-6633","32","45","96.04","71.06","3","11","Supresión de reacción alérgica severa","6","ULTRA SECRETO","Medio","33.6","Escalado a fiscal","AUD-812","Protocolo no seguido, datos fabricados."
"RBF-01297","2012-12-14","2013-04-16","Dra. Petrova, I.","Comité Internacional de Bioética","Prueba NE-α","Arklay Mountain Lab","SUJ-4201","10","28","73.46","22.83","2","10","Manipulación de estadística de éxito","8","RESTRINGIDO","Crítico","53.9","Pendiente","AUD-123","Testigo externo reporta irregularidades."
"RBF-01298","2014-10-13","2016-07-22","Dr. Yamamoto, K.","Panel de Cumplimiento Viral","Investigación Las Plagas Fase III","Centro de Investigación Kijuju","SUJ-4282","16","32","84.63","40.89","3","9","Reemplazo de sujeto de prueba","4","RESTRINGIDO","Medio","59.3","Archivado","AUD-225","Datos duplicados de ensayo anterior."
"RBF-01299","2013-04-30","2015-02-22","Dra. Okafor, B.","Comité de Revisión Umbrella Corp.","Proyecto Excella","Lab Urbano RC-04","SUJ-4297","71","86","95.73","77.81","0","3","Reemplazo de sujeto de prueba","6","USO INTERNO","Crítico","38.5","En revisión","AUD-529","Datos duplicados de ensayo anterior."
"RBF-01300","2018-04-04","2020-02-15","Dra. Novak, H.","Panel Bioético Sector B","Ensayo T-002","Spencer Estate Lab","SUJ-2120","17","33","87.87","40.02","4","14","Falsificación de firma de consentimiento","12","USO INTERNO","Crítico","64.3","Escalado a fiscal","AUD-565","Testigo externo reporta irregularidades."
"RBF-01301","2020-07-28","2021-07-04","Dr. Yamamoto, K.","Comité Internacional de Bioética","Experimento Wesker","Laboratorio Remoto Dulvey","SUJ-6595","23","40","86.21","51.49","3","4","Supresión de reacción alérgica severa","12","RESTRINGIDO","Medio","61.3","En revisión","AUD-693","Datos duplicados de ensayo anterior."
"RBF-01302","2016-08-31","2018-03-04","Dr. Wesker, A.","Panel Bioético Sector B","Protocolo Umbrella-X","Raccoon City Hospital","SUJ-4102","26","36","78.49","29.62","3","4","Omisión de efectos adversos","7","CONFIDENCIAL","Crítico","14.4","En revisión","AUD-945","Testigo externo reporta irregularidades."
"RBF-01303","2018-10-19","2020-06-15","Dra. Singh, A.","Comité de Revisión Umbrella Corp.","Protocolo Umbrella-X","Raccoon City Hospital","SUJ-8794","7","25","80.93","41.9","0","3","Falsificación de aprobación ética","16","CONFIDENCIAL","Alto","85.2","Escalado a fiscal","AUD-490","Hash de documento no coincide con archivo original."
"RBF-01304","2018-09-07","2019-05-06","Dr. Ashford, E.","Comité de Revisión Umbrella Corp.","Ensayo Mold-E-Variant","NEST Underground","SUJ-8657","14","24","94.15","51.88","2","2","Supresión de muestra contaminada","7","RESTRINGIDO","Alto","63.9","Archivado","AUD-445","Hash de documento no coincide con archivo original."
"RBF-01305","2020-11-12","2022-10-13","Dra. Reyes, P.","Comité Internacional de Bioética","Fase C-Virus Alpha","Laboratorio Remoto Dulvey","SUJ-6425","79","88","86.54","31.8","3","6","Alteración de muestra de tejido","3","ULTRA SECRETO","Medio","99","Escalado a fiscal","AUD-477","Testigo externo reporta irregularidades."
"RBF-01306","2018-12-08","2020-11-24","Dra. Petrova, I.","Comité Ético NEST-Arklay","Ensayo Mutación Hunter","Centro de Investigación Kijuju","SUJ-6499","7","20","85.38","61.09","1","12","Fabricación de consentimiento informado","13","CONFIDENCIAL","Crítico","54.5","Pendiente","AUD-740","Consentimiento firmado bajo coerción."
"RBF-01307","2014-07-13","2015-11-22","Dra. Petrova, I.","Panel de Cumplimiento Viral","Ensayo Mold-E-Variant","Spencer Estate Lab","SUJ-5909","9","22","74.59","34.63","1","11","Supresión de reacción alérgica severa","9","USO INTERNO","Medio","64.4","Pendiente","AUD-499","Sujeto registrado fallecido antes del ensayo."
"RBF-01308","2020-09-12","2021-09-26","Dr. Salazar, R.","Comité de Ética Médica T-Sector","Protocolo Eveline","Facility Salazar","SUJ-7859","48","57","72.42","39.01","1","6","Manipulación de dosis registrada","11","ULTRA SECRETO","Crítico","49.5","Escalado a fiscal","AUD-766","Firmas no coinciden con fecha declarada."
"RBF-01309","2017-11-10","2018-12-17","Dr. Wesker, A.","Panel de Cumplimiento Viral","Protocolo Eveline","Laboratorio Remoto Dulvey","SUJ-6384","72","75","97.06","80.48","4","9","Falsificación de grupo de control","7","USO INTERNO","Crítico","39.3","En revisión","AUD-575","Firmas no coinciden con fecha declarada."
"RBF-01310","2016-04-07","2016-07-01","Dr. Torres, C.","Panel Bioético Sector B","Experimento Wesker","NEST Underground","SUJ-3658","59","68","81.8","66.22","4","10","Supresión de muestra contaminada","15","RESTRINGIDO","Crítico","93.4","Escalado a fiscal","AUD-351","Aprobación ética emitida retroactivamente."
"RBF-01311","2017-01-19","2017-10-04","Dra. Novak, H.","Panel Clínico Raccoon City","Proyecto Némesis","Mobile Unit Delta","SUJ-2717","82","87","87.68","67.91","3","7","Manipulación de dosis registrada","1","USO INTERNO","Medio","69.9","Archivado","AUD-291","Sujeto registrado fallecido antes del ensayo."
"RBF-01312","2022-03-10","2023-07-18","Dra. Vega, N.","Comité Ético NEST-Arklay","Fase C-Virus Alpha","Lab Urbano RC-04","SUJ-8443","39","49","74.07","33.11","3","11","Supresión de muestra contaminada","2","USO INTERNO","Bajo","93.8","Fraude confirmado","AUD-326","Datos duplicados de ensayo anterior."
"RBF-01313","2016-12-18","2017-12-22","Dra. Singh, A.","Comité de Revisión Externe BSAA","Fase Gamma-Licker","Spencer Estate Lab","SUJ-1691","18","35","89.76","52.07","3","4","Omisión de muerte no reportada","1","USO INTERNO","Alto","65.6","Archivado","AUD-661","Resultados estadísticos inconsistentes."
"RBF-01314","2015-05-02","2016-12-25","Dra. Spencer, A.","Panel Clínico Raccoon City","Protocolo Eveline","Lab Urbano RC-04","SUJ-9125","59","64","96.25","59.11","4","5","Manipulación de estadística de éxito","15","ULTRA SECRETO","Medio","65.3","Pendiente","AUD-844","Firmas no coinciden con fecha declarada."
"RBF-01315","2021-08-24","2023-06-19","Dra. Petrova, I.","Panel Bioético Sector B","Protocolo G-Virus","Facility Salazar","SUJ-4594","17","31","86.97","70.7","3","6","Fabricación de consentimiento informado","4","ULTRA SECRETO","Bajo","86.7","En revisión","AUD-762","Aprobación ética emitida retroactivamente."
"RBF-01316","2018-08-07","2020-05-12","Dra. Petrova, I.","Panel Bioético Sector B","Ensayo T-002","Lab Urbano RC-04","SUJ-1060","14","19","75.28","41.51","0","3","Modificación de resultado post-mortem","4","CONFIDENCIAL","Crítico","70.8","Pendiente","AUD-917","Firmas no coinciden con fecha declarada."
"RBF-01317","2016-10-22","2018-03-20","Dr. Dubois, L.","Comité de Revisión Externe BSAA","Protocolo Eveline","NEST Underground","SUJ-4654","31","50","87.12","35.14","2","5","Reemplazo de sujeto de prueba","14","CONFIDENCIAL","Alto","20.8","Archivado","AUD-296","Resultados estadísticos inconsistentes."
"RBF-01318","2015-06-04","2017-05-06","Dr. Isaacs, S.","Comité Internacional de Bioética","Estudio Plagas-Las Illuminadas","Arklay Mountain Lab","SUJ-4772","24","24","91.93","61.03","1","1","Omisión de muerte no reportada","5","CONFIDENCIAL","Crítico","29","Fraude confirmado","AUD-497","Sujeto registrado fallecido antes del ensayo."
"RBF-01319","2018-05-18","2019-06-24","Dr. Wesker, A.","Comité de Ética Médica T-Sector","Proyecto Némesis","Mobile Unit Delta","SUJ-8643","60","68","82.57","42.57","1","4","Alteración de fechas de aplicación","1","CONFIDENCIAL","Alto","68.5","Archivado","AUD-617","Consentimiento firmado bajo coerción."
"RBF-01320","2018-12-18","2020-04-24","Dra. Cortez, M.","Panel Bioético Sector B","Fase Miranda-Prime","Raccoon City Hospital","SUJ-4492","45","58","94.88","48.69","0","11","Reemplazo de sujeto de prueba","15","CONFIDENCIAL","Crítico","60.5","Fraude confirmado","AUD-414","Muestra biológica alterada post-análisis."
"RBF-01321","2012-09-03","2013-01-27","Dr. Chen, W.","Comité Ético NEST-Arklay","Protocolo Eveline","Laboratorio Remoto Dulvey","SUJ-4916","3","5","88.87","42.51","3","7","Manipulación de estadística de éxito","7","RESTRINGIDO","Crítico","62.3","Archivado","AUD-201","Muestra biológica alterada post-análisis."
"RBF-01322","2018-11-02","2019-03-11","Dr. Wesker, A.","Comité de Revisión Externe BSAA","Protocolo G-Virus","Centro de Investigación Kijuju","SUJ-8876","37","37","95.38","59.61","4","12","Falsificación de aprobación ética","16","USO INTERNO","Bajo","75.1","Archivado","AUD-400","Consentimiento firmado bajo coerción."
"RBF-01323","2022-10-07","2024-09-10","Dr. Wesker, A.","Junta de Supervisión STARS","Fase C-Virus Alpha","Lab Urbano RC-04","SUJ-6431","43","56","88.21","38.89","3","5","Supresión de reacción alérgica severa","14","USO INTERNO","Bajo","83.8","Archivado","AUD-346","Sujeto registrado fallecido antes del ensayo."
"RBF-01324","2020-04-19","2021-01-01","Dra. Cortez, M.","Panel Clínico Raccoon City","Proyecto Excella","Lab Urbano RC-04","SUJ-7158","40","53","75.41","44.75","3","5","Modificación de resultado post-mortem","15","CONFIDENCIAL","Medio","75.1","Fraude confirmado","AUD-414","Firmas no coinciden con fecha declarada."
"RBF-01325","2013-02-10","2013-03-14","Dr. Birkin, W.","Panel Clínico Raccoon City","Ensayo Mutación Hunter","Arklay Mountain Lab","SUJ-4363","55","58","80.05","29.5","1","5","Alteración de muestra de tejido","15","CONFIDENCIAL","Bajo","45.3","Archivado","AUD-388","Protocolo no seguido, datos fabricados."
"RBF-01326","2022-08-17","2023-08-31","Dra. Spencer, A.","Comité de Ética Médica T-Sector","Estudio Megamycete","Lab Urbano RC-04","SUJ-7558","39","52","77.25","52.64","1","10","Falsificación de firma de consentimiento","1","ULTRA SECRETO","Crítico","67.9","Escalado a fiscal","AUD-502","Datos duplicados de ensayo anterior."
"RBF-01327","2020-07-21","2021-08-18","Dr. Mendoza, F.","Comité de Revisión Umbrella Corp.","Ensayo RE-Cadou","Satellite Lab B-17","SUJ-4018","15","18","95.63","69.42","4","9","Falsificación de grupo de control","7","CONFIDENCIAL","Alto","21","Fraude confirmado","AUD-273","Resultados estadísticos inconsistentes."
"RBF-01328","2014-05-01","2016-03-09","Dra. Reyes, P.","Comité Ético NEST-Arklay","Investigación Las Plagas Fase III","Mobile Unit Delta","SUJ-1110","4","14","91.77","74.65","1","3","Supresión de muestra contaminada","15","USO INTERNO","Crítico","54.1","Archivado","AUD-279","Muestra biológica alterada post-análisis."
"RBF-01329","2019-01-06","2019-11-30","Dra. Singh, A.","Junta de Supervisión STARS","Estudio Megamycete","Laboratorio Remoto Dulvey","SUJ-6944","25","44","89.59","42.77","3","3","Omisión de efectos adversos","13","CONFIDENCIAL","Alto","20.6","En revisión","AUD-921","Aprobación ética emitida retroactivamente."
"RBF-01330","2014-05-14","2015-12-25","Dra. Spencer, A.","Comité de Revisión Externe BSAA","Proyecto Némesis","Laboratorio Remoto Dulvey","SUJ-1162","13","21","79.83","48.15","0","9","Fabricación de consentimiento informado","4","CONFIDENCIAL","Medio","53.9","Fraude confirmado","AUD-617","Aprobación ética emitida retroactivamente."
"RBF-01331","2014-12-19","2016-07-05","Dra. Cortez, M.","Comité de Revisión Externe BSAA","Estudio Plagas-Las Illuminadas","NEST Underground","SUJ-2208","82","92","76.79","52.63","4","11","Manipulación de estadística de éxito","4","USO INTERNO","Bajo","52.7","Pendiente","AUD-123","Resultados estadísticos inconsistentes."
"RBF-01332","2019-05-29","2020-07-14","Dra. Cortez, M.","Panel Clínico Raccoon City","Protocolo G-Virus","Mobile Unit Delta","SUJ-6863","33","47","91.67","67.4","0","11","Falsificación de grupo de control","16","RESTRINGIDO","Bajo","35.7","Escalado a fiscal","AUD-867","Sujeto registrado fallecido antes del ensayo."
"RBF-01333","2012-11-28","2013-04-15","Dr. Salazar, R.","Panel Bioético Sector B","Estudio Megamycete","Spencer Estate Lab","SUJ-1491","16","21","84.33","33.27","3","3","Reemplazo de sujeto de prueba","14","ULTRA SECRETO","Bajo","71.3","Fraude confirmado","AUD-598","Hash de documento no coincide con archivo original."
